"Story","Title","Result","Date","Stability","Duration (s)"
"Buscar y agregar productos al carrito","Error al Cargar al carrito de compra un producto encontrado a traves de busqueda con nombre del articulo","ERROR","2022-09-23T19:51:30.852-05:00[America/Bogota]","0.0","87.68"
