"Story","Title","Result","Date","Stability","Duration (s)"
"Buscar y agregar productos al carrito","Cargar al carrito de compra un producto encontrado a traves de busqueda con nombre del articulo","SUCCESS","2022-09-23T19:50:02.832-05:00[America/Bogota]","0.0","87.03"
